Year,State,Deaths,MortalityRate,Population,sourceDeaths,NextPopulation,PopulationChange,Population Retained,Domestic Immigrants,Foreign Immigrants,Total Immigrants,Total Emigrants,CrudeBirthRate,Births
2019,Delaware,9302,9.552999999999999,973764,NCHS,967171,-6593.0,922569.0,38014.0,4234.0,42248.0,28367.0,10.85,10565
2020,Delaware,11072,11.22,986809,NCHS,,,,,,,,10.53,10391
2021,Delaware,10867,11.020600000000172,986128,,,,,,,,,10.296999999999798,10154
2022,Delaware,11235,11.401600000000144,985415,,,,,,,,,10.049999999999784,9903
2023,Delaware,11595,11.78260000000023,984083,,,,,,,,,9.80299999999977,9646
2024,Delaware,11946,12.163600000000201,982135,,,,,,,,,9.555999999999813,9385
2025,Delaware,12288,12.544600000000173,979574,,,,,,,,,9.308999999999799,9118
1914,District of Columbia,5941,15.9,373670,calculated from mortality rate and population estimate,986809,613139.2,,,,,,29.9,11173
1915,District of Columbia,6918,18.0,384320,calculated from mortality rate and population estimate,373670,-10650.200000000012,,,,,,29.5,11337
1916,District of Columbia,7149,18.1,394970,calculated from mortality rate and population estimate,384320,-10650.200000000012,,,,,,29.1,11494
1917,District of Columbia,7058,17.4,405620,calculated from mortality rate and population estimate,394970,-10650.200000000012,,,,,,28.5,11560
1918,District of Columbia,9533,22.9,416271,calculated from mortality rate and population estimate,405620,-10650.199999999953,,,,,,28.2,11739
1919,District of Columbia,6105,14.3,426921,calculated from mortality rate and population estimate,416271,-10650.200000000012,,,,,,26.1,11143
1920,District of Columbia,6432,14.7,437571,calculated from mortality rate and population estimate,426921,-10650.200000000012,,,,,,27.7,12121
1921,District of Columbia,6018,13.6,442501,calculated from mortality rate and population estimate,437571,-4929.799999999988,,,,,,28.1,12434
1922,District of Columbia,6264,14.0,447431,calculated from mortality rate and population estimate,442501,-4929.799999999988,,,,,,26.2,11723
1923,District of Columbia,7102,15.7,452360,calculated from mortality rate and population estimate,447431,-4929.800000000047,,,,,,26.0,11761
1924,District of Columbia,6585,14.4,457290,calculated from mortality rate and population estimate,452360,-4929.799999999988,,,,,,26.1,11935
1925,District of Columbia,7026,15.2,462220,calculated from mortality rate and population estimate,457290,-4929.799999999988,,,,,,25.1,11602
1926,District of Columbia,7381,15.8,467150,calculated from mortality rate and population estimate,462220,-4929.799999999988,,,,,,24.2,11305
1927,District of Columbia,6940,14.7,472080,calculated from mortality rate and population estimate,467150,-4929.799999999988,,,,,,23.5,11094
1928,District of Columbia,7203,15.1,477009,calculated from mortality rate and population estimate,472080,-4929.800000000047,,,,,,22.2,10590
1929,District of Columbia,7422,15.4,481939,calculated from mortality rate and population estimate,477009,-4929.799999999988,,,,,,21.2,10217
1930,District of Columbia,7352,15.1,486869,calculated from mortality rate and population estimate,481939,-4929.799999999988,,,,,,21.3,10370
1931,District of Columbia,7719,15.3,504491,calculated from mortality rate and population estimate,486869,-17622.20000000001,,,,,,20.2,10191
1932,District of Columbia,8093,15.5,522113,calculated from mortality rate and population estimate,504491,-17622.20000000001,,,,,,19.5,10181
1933,District of Columbia,8042,14.9,539736,calculated from mortality rate and population estimate,522113,-17622.199999999953,,,,,,18.4,9931
1934,District of Columbia,8137,14.6,557358,calculated from mortality rate and population estimate,539736,-17622.20000000007,,,,,,19.0,10590
1935,District of Columbia,8050,14.0,574980,calculated from mortality rate and population estimate,557358,-17622.199999999953,,,,,,18.7,10752
1936,District of Columbia,8593,14.5,592602,calculated from mortality rate and population estimate,574980,-17622.199999999953,,,,,,19.0,11259
1937,District of Columbia,8665,14.2,610224,calculated from mortality rate and population estimate,592602,-17622.20000000007,,,,,,18.7,11411
1938,District of Columbia,7848,12.5,627847,calculated from mortality rate and population estimate,610224,-17622.199999999953,,,,,,19.2,12055
1939,District of Columbia,8133,12.6,645469,calculated from mortality rate and population estimate,627847,-17622.20000000007,,,,,,18.8,12135
1940,District of Columbia,8620,13.0,663091,calculated from mortality rate and population estimate,645469,-17622.199999999953,,,,,,19.4,12864
1941,District of Columbia,7108,10.5,677000,calculated from mortality rate and population estimate,663091,-13908.699999999953,,,,,,20.3,13743
1942,District of Columbia,7116,10.3,690908,calculated from mortality rate and population estimate,677000,-13908.70000000007,,,,,,22.2,15338
1943,District of Columbia,7683,10.9,704817,calculated from mortality rate and population estimate,690908,-13908.699999999953,,,,,,22.7,15999
1944,District of Columbia,7618,10.6,718726,calculated from mortality rate and population estimate,704817,-13908.70000000007,,,,,,21.2,15237
1945,District of Columbia,7766,10.6,732634,calculated from mortality rate and population estimate,718726,-13908.699999999953,,,,,,20.4,14946
1946,District of Columbia,7465,10.0,746543,calculated from mortality rate and population estimate,732634,-13908.699999999953,,,,,,24.1,17992
1947,District of Columbia,7681,10.1,760452,calculated from mortality rate and population estimate,746543,-13908.70000000007,,,,,,26.6,20228
1948,District of Columbia,7666,9.9,774361,calculated from mortality rate and population estimate,760452,-13908.699999999953,,,,,,24.9,19282
1949,District of Columbia,7646,9.7,788269,calculated from mortality rate and population estimate,774361,-13908.70000000007,,,,,,24.5,19313
1950,District of Columbia,7701,9.6,802178,calculated from mortality rate and population estimate,788269,-13908.699999999953,,,,,,23.71,19020
1951,District of Columbia,7744,9.7,798356,calculated from mortality rate and population estimate,802178,3822.1999999999534,,,,,,23.928,19103
1952,District of Columbia,7628,9.6,794534,calculated from mortality rate and population estimate,798356,3822.20000000007,,,,,,24.313,19317
1953,District of Columbia,7591,9.6,790711,calculated from mortality rate and population estimate,794534,3822.1999999999534,,,,,,24.599,19451
1954,District of Columbia,7239,9.2,786889,calculated from mortality rate and population estimate,790711,3822.20000000007,,,,,,24.784,19502
1955,District of Columbia,7283,9.3,783067,calculated from mortality rate and population estimate,786889,3822.1999999999534,,,,,,24.869,19474
1956,District of Columbia,7325,9.4,779245,calculated from mortality rate and population estimate,783067,3822.1999999999534,,,,,,24.852,19366
1957,District of Columbia,7444,9.6,775423,calculated from mortality rate and population estimate,779245,3822.20000000007,,,,,,24.731,19177
1958,District of Columbia,7330,9.5,771600,calculated from mortality rate and population estimate,775423,3822.1999999999534,,,,,,24.505,18908
1959,District of Columbia,7217,9.4,767778,calculated from mortality rate and population estimate,771600,3822.20000000007,,,,,,24.169,18556
1960,District of Columbia,7258,9.5,763956,calculated from mortality rate and population estimate,767778,3822.1999999999534,,,,,,23.72,18121
1961,District of Columbia,7098,9.3,763211,calculated from mortality rate and population estimate,763956,744.5999999999767,,,,,,23.159,17675
1962,District of Columbia,7243,9.5,762467,calculated from mortality rate and population estimate,763211,744.5999999999767,,,,,,22.491,17149
1963,District of Columbia,7313,9.6,761722,calculated from mortality rate and population estimate,762467,744.6000000000931,,,,,,21.735,16556
1964,District of Columbia,7153,9.4,760978,calculated from mortality rate and population estimate,761722,744.5999999999767,,,,,,20.918,15918
1965,District of Columbia,7146,9.4,760233,calculated from mortality rate and population estimate,760978,744.5999999999767,,,,,,20.075,15262
1966,District of Columbia,7215,9.5,759488,calculated from mortality rate and population estimate,760233,744.5999999999767,,,,,,19.24,14613
1967,District of Columbia,7132,9.4,758744,calculated from mortality rate and population estimate,759488,744.5999999999767,,,,,,18.443,13994
1968,District of Columbia,8805,11.395,772686,NCHS,758744,-13942.199999999953,,,,,,17.711,13685
1969,District of Columbia,8814,11.527000000000001,764667,NCHS,772686,8019.0,,,,,,17.066,13050
1970,District of Columbia,8851,11.647,759939,NCHS,764667,4728.0,,,,,,16.519,12553
1971,District of Columbia,8559,11.359000000000002,753476,NCHS,759939,6463.0,,,,,,16.071,12109
1972,District of Columbia,8462,11.357000000000001,745086,NCHS,753476,8390.0,,,,,,15.702,11699
1973,District of Columbia,8068,10.985999999999999,734382,NCHS,745086,10704.0,,,,,,15.398,11308
1974,District of Columbia,7848,10.878,721455,NCHS,734382,12927.0,,,,,,15.155,10934
1975,District of Columbia,7481,10.515,711443,NCHS,721455,10012.0,,,,,,14.976,10655
1976,District of Columbia,7312,10.475999999999999,697977,NCHS,711443,13466.0,,,,,,14.867,10377
1977,District of Columbia,7186,10.503,684187,NCHS,697977,13790.0,,,,,,14.825,10143
1978,District of Columbia,7065,10.512,672100,NCHS,684187,12087.0,,,,,,14.845,9977
1979,District of Columbia,6864,10.431,658050,NCHS,672100,14050.0,,,,,,14.915,9815
1980,District of Columbia,7108,11.092,640822,NCHS,658050,17228.0,,,,,,15.021,9626
1981,District of Columbia,6954,10.885,638852,NCHS,640822,1970.0,,,,,,15.15,9679
1982,District of Columbia,6713,10.552999999999999,636098,NCHS,638852,2754.0,,,,,,15.288,9725
1983,District of Columbia,6764,10.665,634223,NCHS,636098,1875.0,,,,,,15.421,9780
1984,District of Columbia,6762,10.644,635294,NCHS,634223,-1071.0,,,,,,15.537,9871
1985,District of Columbia,6981,10.969000000000001,636435,NCHS,635294,-1141.0,,,,,,15.63,9947
1986,District of Columbia,7284,11.376,640289,NCHS,636435,-3854.0,,,,,,15.698,10051
1987,District of Columbia,7430,11.625,639144,NCHS,640289,1145.0,,,,,,15.746,10064
1988,District of Columbia,7664,12.106,633081,NCHS,639144,6063.0,,,,,,15.776,9987
1989,District of Columbia,7649,12.177999999999999,628088,NCHS,633081,4993.0,,,,,,15.783,9913
1990,District of Columbia,7313,11.995999999999999,609615,NCHS,628088,18473.0,,,,,,15.756,9605
1991,District of Columbia,7075,11.72,603671,NCHS,609615,5944.0,,,,,,15.684,9468
1992,District of Columbia,7110,11.849,600028,NCHS,603671,3643.0,,,,,,15.562,9338
1993,District of Columbia,7191,12.030999999999999,597713,NCHS,600028,2315.0,,,,,,15.396,9202
1994,District of Columbia,7208,12.190999999999999,591238,NCHS,597713,6475.0,,,,,,15.195,8984
1995,District of Columbia,6896,11.844000000000001,582247,NCHS,591238,8991.0,,,,,,14.974,8719
1996,District of Columbia,6624,11.54,573994,NCHS,582247,8253.0,,,,,,14.755,8469
1997,District of Columbia,6129,10.769,569116,NCHS,573994,4878.0,,,,,,14.556,8284
1998,District of Columbia,6054,10.684000000000001,566630,NCHS,569116,2486.0,,,,,,14.391,8154
1999,District of Columbia,6076,10.655999999999999,570213,NCHS,566630,-3583.0,,,,,,14.266,8135
2000,District of Columbia,6001,10.49,572059,NCHS,570213,-1846.0,,,,,,14.185,8115
2001,District of Columbia,5951,10.359000000000002,574504,NCHS,572059,-2445.0,,,,,,14.145,8126
2002,District of Columbia,5851,10.208,573158,NCHS,574504,1346.0,,,,,,14.13,8099
2003,District of Columbia,5573,9.802999999999999,568502,NCHS,573158,4656.0,,,,,,14.123,8029
2004,District of Columbia,5454,9.606,567754,NCHS,568502,748.0,,,,,,14.11,8011
2005,District of Columbia,5483,9.668,567136,NCHS,567754,618.0,,,,,,14.074,7982
2006,District of Columbia,5344,9.363999999999999,570681,NCHS,567136,-3545.0,,,,,,13.993,7986
2007,District of Columbia,5188,9.032,574404,NCHS,570681,-3723.0,,,,,,13.862,7962
2008,District of Columbia,5140,8.857999999999999,580236,NCHS,574404,-5832.0,,,,,,13.684,7940
2009,District of Columbia,4834,8.162,592228,NCHS,580236,-11992.0,,,,,,13.466,7975
2010,District of Columbia,4672,7.763999999999999,601723,NCHS,592228,-9495.0,,,,,,13.228,7960
2011,District of Columbia,4589,7.426,617996,NCHS,601723,-16273.0,,,,,,12.996,8031
2012,District of Columbia,4650,7.354,632323,NCHS,617996,-14327.0,,,,,,12.795,8091
2013,District of Columbia,4719,7.3,646449,NCHS,632323,-14126.0,,,,,,12.642,8172
2014,District of Columbia,4723,7.167999999999999,658893,NCHS,646449,-12444.0,,,,,,12.544,8265
2015,District of Columbia,4871,7.246,672228,NCHS,658893,-13335.0,,,,,,12.499,8402
2016,District of Columbia,5037,7.395,681170,NCHS,672228,-8942.0,,,,,,14.47,9857
2017,District of Columbia,4965,7.154,693972,NCHS,681170,-12802.0,,,,,,13.78,9563
2018,District of Columbia,5008,7.129,702455,NCHS,693972,-8483.0,,,,,,13.11,9209
2019,District of Columbia,4927,6.981,705749,NCHS,702455,-3294.0,,,,,,12.86,9076
2020,District of Columbia,6198,8.695,712816,NCHS,,,,,,,,12.45,8875
2021,District of Columbia,5866,8.198900000000094,715493,,,,,,,,,11.845999999999435,8475
2022,District of Columbia,6061,8.441600000000108,718102,,,,,,,,,11.349999999999454,8150
2023,District of Columbia,6254,8.684300000000121,720191,,,,,,,,,10.853999999999473,7816
2024,District of Columbia,6443,8.927000000000078,721753,,,,,,,,,10.357999999999493,7475
2025,District of Columbia,6627,9.169700000000091,722786,,,,,,,,,9.861999999999512,7128
1914,Florida,11158,13.3,838959,calculated from mortality rate and population estimate,712816,-126143.40000000002,,,,,,29.9,25085
1915,Florida,11359,13.2,860544,calculated from mortality rate and population estimate,838959,-21585.099999999977,,,,,,29.5,25386
1916,Florida,12173,13.8,882130,calculated from mortality rate and population estimate,860544,-21585.099999999977,,,,,,29.1,25670
1917,Florida,12652,14.0,903715,calculated from mortality rate and population estimate,882130,-21585.099999999977,,,,,,28.5,25756
1918,Florida,16748,18.1,925300,calculated from mortality rate and population estimate,903715,-21585.100000000093,,,,,,28.2,26093
1919,Florida,12499,13.2,946885,calculated from mortality rate and population estimate,925300,-21585.099999999977,,,,,,26.1,24714
1920,Florida,12784,13.2,968470,calculated from mortality rate and population estimate,946885,-21585.099999999977,,,,,,27.7,26827
1921,Florida,12018,11.8,1018444,calculated from mortality rate and population estimate,968470,-49974.09999999998,,,,,,28.1,28618
1922,Florida,12821,12.0,1068418,calculated from mortality rate and population estimate,1018444,-49974.09999999998,,,,,,26.2,27993
1923,Florida,14427,12.9,1118392,calculated from mortality rate and population estimate,1068418,-49974.10000000009,,,,,,26.0,29078
1924,Florida,16007,13.7,1168366,calculated from mortality rate and population estimate,1118392,-49974.09999999986,,,,,,26.1,30494
1925,Florida,16204,13.3,1218340,calculated from mortality rate and population estimate,1168366,-49974.10000000009,,,,,,25.1,30580
1926,Florida,18644,14.7,1268315,calculated from mortality rate and population estimate,1218340,-49974.10000000009,,,,,,24.2,30693
1927,Florida,16874,12.8,1318289,calculated from mortality rate and population estimate,1268315,-49974.09999999986,,,,,,23.5,30980
1928,Florida,18061,13.2,1368263,calculated from mortality rate and population estimate,1318289,-49974.10000000009,,,,,,22.2,30375
1929,Florida,17870,12.6,1418237,calculated from mortality rate and population estimate,1368263,-49974.09999999986,,,,,,21.2,30067
1930,Florida,18206,12.4,1468211,calculated from mortality rate and population estimate,1418237,-49974.10000000009,,,,,,21.3,31273
1931,Florida,18285,12.1,1511131,calculated from mortality rate and population estimate,1468211,-42920.30000000005,,,,,,20.2,30525
1932,Florida,18649,12.0,1554052,calculated from mortality rate and population estimate,1511131,-42920.30000000005,,,,,,19.5,30304
1933,Florida,19323,12.1,1596972,calculated from mortality rate and population estimate,1554052,-42920.299999999814,,,,,,18.4,29384
1934,Florida,20991,12.8,1639892,calculated from mortality rate and population estimate,1596972,-42920.30000000005,,,,,,19.0,31158
1935,Florida,20867,12.4,1682812,calculated from mortality rate and population estimate,1639892,-42920.30000000005,,,,,,18.7,31469
1936,Florida,21917,12.7,1725733,calculated from mortality rate and population estimate,1682812,-42920.30000000005,,,,,,19.0,32789
1937,Florida,21754,12.3,1768653,calculated from mortality rate and population estimate,1725733,-42920.30000000005,,,,,,18.7,33074
1938,Florida,21558,11.9,1811573,calculated from mortality rate and population estimate,1768653,-42920.299999999814,,,,,,19.2,34782
1939,Florida,21512,11.6,1854494,calculated from mortality rate and population estimate,1811573,-42920.30000000005,,,,,,18.8,34864
1940,Florida,22959,12.1,1897414,calculated from mortality rate and population estimate,1854494,-42920.30000000005,,,,,,19.4,36810
1941,Florida,20840,10.5,1984803,calculated from mortality rate and population estimate,1897414,-87389.1000000001,,,,,,20.3,40292
1942,Florida,21344,10.3,2072192,calculated from mortality rate and population estimate,1984803,-87389.09999999986,,,,,,22.2,46003
1943,Florida,23539,10.9,2159581,calculated from mortality rate and population estimate,2072192,-87389.09999999986,,,,,,22.7,49022
1944,Florida,23818,10.6,2246970,calculated from mortality rate and population estimate,2159581,-87389.1000000001,,,,,,21.2,47636
1945,Florida,24744,10.6,2334360,calculated from mortality rate and population estimate,2246970,-87389.1000000001,,,,,,20.4,47621
1946,Florida,24217,10.0,2421749,calculated from mortality rate and population estimate,2334360,-87389.1000000001,,,,,,24.1,58364
1947,Florida,25342,10.1,2509138,calculated from mortality rate and population estimate,2421749,-87389.1000000001,,,,,,26.6,66743
1948,Florida,25706,9.9,2596527,calculated from mortality rate and population estimate,2509138,-87389.09999999963,,,,,,24.9,64654
1949,Florida,26034,9.7,2683916,calculated from mortality rate and population estimate,2596527,-87389.1000000001,,,,,,24.5,65756
1950,Florida,26605,9.6,2771305,calculated from mortality rate and population estimate,2683916,-87389.1000000001,,,,,,23.71,65708
1951,Florida,28997,9.7,2989330,calculated from mortality rate and population estimate,2771305,-218025.5,,,,,,23.928,71529
1952,Florida,30791,9.6,3207356,calculated from mortality rate and population estimate,2989330,-218025.5,,,,,,24.313,77980
1953,Florida,32884,9.6,3425382,calculated from mortality rate and population estimate,3207356,-218025.5,,,,,,24.599,84261
1954,Florida,33519,9.2,3643407,calculated from mortality rate and population estimate,3425382,-218025.5,,,,,,24.784,90298
1955,Florida,35911,9.3,3861432,calculated from mortality rate and population estimate,3643407,-218025.5,,,,,,24.869,96030
